,0
5918,"KITKAT Wafer, in White Creme, Unwrapped, Minis
7.6 ounce
13B"
5919,"Hershey's Drops, Milk Chocolate
7.6 ounce
13B"
5920,"KING OSCAR Kipper Snacks
3.54 ounce
16B"
5921,"Reese's Peanut Butter Cups, White, Minis, Unwrapped
7.6 ounce
13B"
5922,"KITKAT Wafer, in Milk Chocolate, Unwrapped, Minis
7.6 ounce
13B"
5923,"Meta Ball Energy Bites, Berry Cobbler Crunch
1.76 ounce
6B"
5924,"Rick's Picks Phat Beets Pickled Beets, Aromatic
15 ounce
15B"
5925,"Rick's Picks Smokra
15 ounce
15B"
5926,"Creative Snacks Co. Drizzlers, Apple Cinnamon Raisin
10 ounce
13B"
5927,"Campbell's Condensed Soup, Condensed, Cream of Mushroom
10.5 ounce
14B"
5928,"Sun-Maid Raisins, Snacks, Sour, Strawberry
4.9 ounce
1B"
5929,"Superior Crystal Salt, All-Purpose, Iodized
26 ounce
12B"
5930,"Biena Chickpea Snacks, Sea Salt
5 ounce
2B"
5931,"Sun-Maid Raisins, Snacks, Sour, Mixed Berry
4.9 ounce
1B"
5932,"Superior Crystal Salt, All-Purpose
26 ounce
12B"
5933,"Power Crunch Protein Snack Bar, Chocolate Lava, Kids
5.65 ounce
2B"
5934,"Carnation Dry Milk, Nonfat, Instant
9.625 ounce
12B"
5935,"Power Crunch Protein Snack Bar, Peanut Butter Honey, Kids
5.65 ounce
2B"
5936,"Ariston Balsamic, White, Summer Peach, Infused
8.45 fl. oz.
14B"
5937,"Tic Tac Candy, Frosty Mint
1 ounce
Front End"
5938,"ThinkThin Hot Oatmeal, Protein & Fiber, Honey Peanut Butter
10.6 ounce
3B"
5939,"Biena Chickpea Snacks, Rockin' Ranch
5 ounce
2B"
5940,"Reese's Take 5 Chocolate Bar
1.5 ounce
Front End"
5941,"Nature's Bakery Fig Bar, Blueberry, Twin Packs
36 ounce
2B"
5942,"BARE Baked Crunchy Apple Chips, Fuji & Reds, Cinnamon Snack Pack
3.71 ounce
1B"
5943,"Lenny & Larry's The Complete Cookie, Chocolate Chip
4 ounce
2B"
5944,"Luna Protein High Protein Bar, Chocolate Salted Caramel
1.59 ounce
2B"
5945,"Lenny & Larry's Cookie, the Complete, Peanut Butter
4 ounce
2B"
5946,"Udi's Gluten Free Granola, Pure Honey
11 ounce
6B"
5947,"Lenny & Larry's The Complete Cookie, Double Chocolate
4 ounce
2B"
5948,"Udi's Gluten Free Granola, Vanilla
11 ounce
6B"
5949,"Wegmans Vegetable Oil
32 fl. oz.
12B"
5950,"Lenny & Larry's The Complete Cookie, White Chocolaty Macadamia
4 ounce
2B"
5951,"Luna Protein Protein Bar, Chocolate Salted Caramel
19.08 ounce
2B"
5952,"QUAKER Rice Crisps, Assorted
11.1 ounce
13A"
5953,"Lenny & Larry's The Complete Cookie, Snickerdoodle
4 ounce
2B"
5954,"Lenny & Larry's Cookie, The Complete, Birthday Cake
4 ounce
2B"
5955,"Karo Corn Syrup, Light, with Real Vanilla
16 fl. oz.
18A"
5956,"Wegmans Steamables Long Grain White Rice
8.8 ounce
16B"
5957,"Lenny & Larry's Cookie, The Complete, Chocolate Chip
24 ounce
2B"
5958,"Wegmans Steamables Whole Grain Brown Rice
8.8 ounce
16B"
5959,"Lenny & Larry's Cookie, the Complete, Peanut Butter
24 ounce
2B"
5960,"Wegmans Steamables Seasoned Whole Grain Brown Rice & Quinoa
8.8 ounce
16B"
5961,"Lenny & Larry's Cookie, The Complete, Double Chocolate
24 ounce
2B"
5962,"Wegmans Steamables Seasoned Whole Grain Brown Rice, Quinoa & Lentils
8.8 ounce
16B"
5963,"RUFFLES Potato Chips, Double Crunch Zesty Cheddar Flavored
7.75 ounce
13A"
5964,"Wegmans Steamables Seasoned Basmati & Wild Rice
8.8 ounce
16B"
5965,"Lenny & Larry's Cookie, The Complete, Snickerdoodle
24 ounce
2B"
5966,"Lily's Milk Chocolate Style, Creamy Milk, 40% Cocoa
3 ounce
3B"
5967,"Wegmans Steamables Jasmine Rice
8.8 ounce
16B"
5968,"Lily's Milk Chocolate Style, Salted Caramel, 40% Cocoa
2.8 ounce
3B"
5969,"RUFFLES Potato Chips, Double Crunch Hot Wings Flavored
7.75 ounce
13A"
5970,"Luna Nutrition Bar, Whole, Chocolate Cupcake
1.69 ounce
2B"
5971,"Wegmans Organic Steamables 7 Grain Rice
8.8 ounce
16B"
5972,"QUAKER Rice Crisps, Assorted
9.3 ounce
13A"
5973,"Luna Nutrition Bar, Whole, Caramel Walnut Brownie
1.69 ounce
2B"
5974,"Quest Protein Bar, Peanut Butter Brownie Smash Flavor
2.12 ounce
2B"
5975,"Quest Protein Bar, Peanut Butter Brownie Smash Flavor
1.6 lb.
2B"
5976,"Luna Nutrition Bar, Whole, Blueberry Bliss
1.69 ounce
2B"
5977,"Quest Protein Cookie, Chocolate Chip
2.08 ounce
2B"
5978,"Quest Protein Cookie, Chocolate Chip
1.56 lb.
2B"
5979,"Luna Nutrition Bar, Whole, Chocolate Cupcake
25.35 ounce
2B"
5980,"Lundberg Spanish Rice, Organic, Whole Grain
6 ounce
16B"
5981,"Vegan Rob's Puffs, Dairy Free, Cheddar
3.5 ounce
5B"
5982,"DeLallo Avocado Oil, Extra Virgin
8.5 fl. oz.
12B"
5983,"Biena Chickpea Snacks, Barbeque
5 ounce
2B"
5984,"KIT KAT Wafers, in Milk Chocolate, Crispy, Miniatures, Share Pack
10.1 ounce
13B"
5985,"Luna Nutrition Bar, for Women, Caramel Nut Brownie
25.35 ounce
2B"
5986,"Biena Chickpea Snacks, Habanero, Medium Spicy
5 ounce
2B"
5987,"Luna Nutrition Bar, Whole, Blueberry Bliss
25.35 ounce
2B"
5988,"Hersheys Chocolate, Miniatures, Assortment, Party Pack
35 ounce
13B"
5989,"Terra Real Vegetable Chips, Sweet Potato
6 ounce
13A"
5990,"Splenda Brown Sugar Blend
1 lb.
12B"
5991,"Almond Joy Chocolate Candy Bar, Coconut & Almond, Miniatures, Share Pack
10.2 ounce
13B"
5992,"Fodmapped Risotto, Lemon + Thyme
17.6 ounce
16B"
5993,"Sustainable Seas Chunk Light Tuna, In Water
5 ounce
16B"
5994,"McCormick Strawberry Extract
2 fl. oz.
12B"
5995,"Clif Kid Z Bar, Organic, Chocolate Chip
1.27 ounce
2B"
5996,"think! High Protein Bar, Chocolate Mint
1.94 ounce
2B"
5997,"Lay's Potato Chips, Limon Flavored
7.75 ounce
13A"
5998,"Campbell's Well Yes! Tomato & Sweet Basil Sipping Soup
11.2 ounce
14B"
5999,"Dewey's Bakery Cookies, Lemon Bar, Soft Baked
6 ounce
12A"
6000,"Dewey's Bakery Cookies, Banana Pudding, Soft Baked
6 ounce
12A"
6001,"LATE JULY Snacks Restaurant Style Blue Corn Tortilla Chips
11 ounce
13A"
6002,"Luna Protein High Protein Bar, Chocolate Peanut Butter
1.59 ounce
2B"
6003,"Campbell's Condensed Double Noodle Soup
10.5 ounce
14B"
6004,"DeLallo Breadsticks, Sesame
4.4 ounce
16B"
6005,"Luna Protein High Protein Bar, Chocolate Chip Cookie Dough
1.59 ounce
2B"
6006,"Lindt Classic Recipe White Chocolate Bar
4.4 ounce
13B"
6007,"Ariston Balsamic, White
8.45 fl. oz.
14B"
6008,"Luna Protein Protein Bars, Chocolate Peanut Butter
19.08 ounce
2B"
6009,"Luna Protein Protein Bar, Chocolate Chip Cookie Dough
19.08 ounce
2B"
6010,"Fody Snack Bar, Almond Coconut
1.41 ounce
6B"
6011,"Quest Protein Cookie, Peanut Butter
2.04 ounce
2B"
6012,"Luna Whole Nutrition Bar, White Chocolate Macadamia
1.69 ounce
2B"
6013,"Ro-Tel Diced Tomatoes & Green Chilies, Original
10 ounce
16B"
6014,"Luna Nutrition Bar, Whole, S'mores
1.69 ounce
2B"
6015,"Luna Whole Nutrition Bar, Nutz Over Chocolate
1.69 ounce
2B"
6016,"think! High Protein Bar, Plant Based, Sea Salt Almond Chocolate
1.94 ounce
2B"
6017,"Ariston Balsamic
8.45 fl. oz.
14B"
6018,"BelVita Protein Biscuit, Oats, Honey & Chocolate, Soft Baked
7.04 ounce
12A"
6019,"Luna Nutrition Bar, Whole, Lemonzest
1.69 ounce
2B"
6020,"SEASON Sardines, in Water, Lightly Smoked, Premium Brisling
3.75 ounce
16B"
6021,"Beanfields Bean Chips, Gluten Free, Jalapeno Nacho
5.5 ounce
5B"
6022,"Beanfields Bean Chips, Nacho
5.5 ounce
5B"
6023,"Fody Snack Bar, Dark Chocolate Nuts & Sea Salt
1.41 ounce
6B"
6024,"Luna Whole Nutrition Bar, Chocolate Dipped Coconut
1.69 ounce
2B"
6025,"DeLallo Pizzelle, Anise, Light & Crisp
6 ounce
16B"
6026,"Luna Whole Nutrition Bar, Chocolate Peppermint Stick
1.69 ounce
2B"
6027,"Campbell's Well Yes! Sweet Corn & Roasted Poblano Sipping Soup
11.1 ounce
14B"
6028,"McCormick Gourmet Global Selects Pepper, Phu Quoc, Bold
1.62 ounce
12B"
6029,"Campbell's Well Yes! Harvest Carrot & GingerSipping Soup
11.1 ounce
14B"
6030,"Mondelez Candy & Cookies, Spooky Mix
2.44 lb.
14A"
6031,"McCormick Gourmet Spice Blend, Chinese Five Spice
1.75 ounce
12B"
6032,"think! High Protein Bars, Plant Based, Chocolate Mint
1.21 lb.
2B"
6033,"Lindt Excellence Chocolate, Dark, 95% Cocoa
2.8 ounce
13B"
6034,"CLIF Builders Protein Bar, Chocolate Mint
2.4 ounce
2B"
6035,"BelVita Biscuit, Blueberry Almond, Soft Baked
7.04 ounce
12A"
6036,"Luna Whole Nutrition Bar, White Chocolate Macadamia
25.35 ounce
2B"
6037,"Quest Protein Cookie, Peanut Butter
1.53 lb.
2B"
6038,"Extra Sweet Watermelon Sugarfree Gum Single Pieces
15 ct.
Front End"
6039,"Luna Nutrition Bar, Whole, S'Mores
25.35 ounce
2B"
6040,"McCormick Gourmet Global Selects Salt & Spice Blend, Asian, Zesty
2.04 ounce
12B"
6041,"Luna Whole Nutrition Bar, Nutz Over Chocolate
25.35 ounce
2B"
6042,"McCormick Gourmet Global Selects Herb & Salt Blend, Mediterranean, Fragrant
1.62 ounce
12B"
6043,"Lindt Lindor Truffles, Milk Chocolate, Caramel
5.1 ounce
13B"
6044,"Quest Protein Cookie, Double Chocolate Chip
2.08 ounce
2B"
6045,"Fody Ketchup
16.8 ounce
17A"
6046,"McCormick Gourmet Global Selects Pepper, Timut, Citrus
0.63 ounce
12B"
6047,"Quest Protein Cookie, Double Chocolate Chip
1.56 lb.
2B"
6048,"Luna Nutrition Bar, Whole, Lemonzest
25.35 ounce
2B"
6049,"McCormick Gourmet Global Selects White Pepper, Malaysia, Robust
1.69 ounce
12B"
6050,"Luna Whole Nutrition Bar, Chocolate Dipped Coconut
25.35 ounce
2B"
6051,"Luna Nutrition Bar, Whole, Chocolate Peppermint Stick
25.35 ounce
2B"
6052,"McCormick Gourmet Global Selects Pepper Salt & Spice Blend, Szechuan, Vibrant
1.05 ounce
12B"
6053,"Lotus Biscoff Cookie Butter
14.1 ounce
14B"
6054,"think! High Protein Bars, Plant Based, Sea Salt Almond Chocolate
1.21 lb.
2B"
6055,"Fody Barbecue Sauce
12 ounce
14B"
6056,"McCormick Gourmet Global Selects Pepper, Oak Wood Smoked, Smoky
1.76 ounce
12B"
6057,"Fody Dressing, Caesar, All Hail
8 fl. oz.
14B"
6058,"Contadina Tomato Paste
18 ounce
16B"
6059,"Fody Dressing, French
8 fl. oz.
14B"
6060,"Fody Dressing, Garden Herb, Oh So Fresh
8 fl. oz.
14B"
6061,"CLIF Builders Protein Bar, Chocolate Peanut Butter
2.4 ounce
2B"
6062,"DELALLO Sauce, Pizza, Italian, Margherita Style
12.7 ounce
16B"
6063,"Fody Dressing, Maple Dijon, Mouth-Watering
8 fl. oz.
14B"
6064,"DELALLO Pizza Sauce, Margherita Style
12.3 ounce
16B"
6065,"McCormick Bac'n Pieces, Bacon Flavored, Peppered, Applewood Smoked, Bits
4.4 ounce
14B"
6066,"ZonePerfect Protein Bar, Salted Caramel Brownie
1.58 ounce
2B"
6067,"Fuel for Fire Smoothie, Strawberry Banana
4.5 ounce
14B"
6068,"Sour Patch Kids Candy, Soft & Chewy, Big Kids
9 ounce
13B"
6069,"Clif Builder's Protein Protein Bar, Chocolate
2.4 ounce
2B"
6070,"New Hope Mills Pancake Mix, Gluten Free, Buttermilk
16 ounce
5B"
6071,"McCormick Gourmet Global Selects Salt, Truffle, White Summer
3 ounce
12B"
6072,"Lundberg White Rice, Organic, Jasmine, Steamed
8 ounce
16B"
6073,"PASCHA Dark Chocolate, Organic, 70% Cacao
2.82 ounce
13B"
6074,"Jack Link's Beef Jerky, Original
2.85 ounce
13A"
6075,"Meta Ball Energy Bites, Chocolate Brownie
1.76 ounce
6B"
6076,"Jack Link's Beef Jerky, Peppered
2.85 ounce
13A"
6077,"Jack Link's Beef Jerky, Sweet & Hot
2.85 ounce
13A"
6078,"Jack Link's Beef Jerky, Teriyaki
2.85 ounce
13A"
6079,"Snyder's Pretzels, Itty Bitty Mini, Lunch Packs
9.2 ounce
13A"
6080,"Duncan Hines Brownie Mix, Milk Chocolate, Family Size
18 ounce
12B"
6081,"Pepperidge Farm Farmhouse Thin & Crispy White Chocolate Chip Cookies
6.9 ounce
12A"
6082,"Jack Link's Tender Bites, Teriyaki Beef Steak
2.85 ounce
13A"
6083,"Goldfish Baked Snack Crackers, Cheddar, Mickey Mouse, 9 Lunch Packs
6.75 ounce
12A"
6084,"Jack Link's Beef Jerky, Original, 5 on-the-Go Packs
3.125 ounce
13A"
6085,"WHOLEME Clusters, Grain-Free, Almonds Coconut
8 ounce
5B"
6086,"WHOLEME Clusters, Grain-Free, Cinnamon Banana Chip
8 ounce
5B"
6087,"WHOLEME Clusters, Grain-Free, Lemon Berry Chia
8 ounce
5B"
6088,"Swedish Fish Candy, Soft & Chewy, Mini
10 ounce
13B"
6089,"Clif Builder's Protein Protein Bar, Cinnamon Nut Swirl
2.4 ounce
2B"
6090,"Clif Kid Zbar Filled Energy Snack, Chocolate Filled with Peanut Butter, Baked
1.06 ounce
2B"
6091,"Clif Kid ZBar Energy Snack, Apple Filled with Almond & Cashew Butter, Baked
1.06 ounce
2B"
6092,"FLORA Taralli, Fennel, Love Knots
8.82 ounce
16B"
6093,"Pepperidge Farm Blueberry Thumbprint Cookies
6.75 ounce
12A"
6094,"Lorissa's Kitchen Steak Strips, Premium, Seasoned & Smoked Beef, Signature Recipe Korean Barbeque
2.25 ounce
13A"
6095,"Bob's Red Mill Quinoa, Organic, Whole Grain
26 ounce
16B"
6096,"Jack Link's Beef Jerky, Hickory Smoked
2.85 ounce
13A"
6097,"Bush's Best Baked Beans, Vegetarian
28 ounce
16B"
6098,"Dr Oetker Vanilla Sugar
1.92 ounce
12B"
6099,"Twix Cookie Bars
1.79 ounce
Front End"
6100,"Wegmans Tomato Sauce
8 ounce
16B"
6101,"Wow Baking Company Cookies, Wheat & Gluten Free, Snickerdoodle
8 ounce
5B"
6102,"Heinz Simply Tomato Ketchup
31 ounce
14B"
6103,"Campbell's Soup, Condensed, Tomato
10.75 ounce
14B"
6104,"Prego No Sugar Added Traditional Italian Sauce
23.5 ounce
16B"
6105,"Extra Classic Bubble Sugarfree Gum single
15 ct.
Front End"
6106,"Wegmans Black Bean Tortilla Style Chips, FAMILY PACK
18 ounce
13A"
6107,"Breath Savers Mints, Peppermint Flavor, Sugar Free
3.75 ounce
13B"
6108,"HUNTER & HILSBERG Preserves, Pineapple, Whole Fruit
9 ounce
14B"
6109,"From The Ground Up Cauliflower Stalks, Sea Salt
4 ounce
13A"
6110,"Wegmans Sweet Potato Tortilla Style Chips
20 ounce
13A"
6111,"HU Dark Chocolate, Almond Butter + Puffed Quinoa
2.1 ounce
13B"
6112,"Nabisco Barnum's Animals Crackers, Mini, 12 Packs
12 ounce
12A"
6113,"Kraft Dressing, Zesty Italian
16 fl. oz.
14B"
6114,"Himalayan Harvest Goji Berries, Hunza, Organic
4 ounce
1B"
6115,"Wegmans Peach Apple Sauce Pouches, FAMILY PACK
4.76 lb.
14B"
6116,"HEALTH WARRIOR 100 Calories Chia Bar, Vanilla Almond
0.88 ounce
2B"
6117,"Bahlsen Gingerbread Cakes
6.2 ounce
15B"
6118,"ZonePerfect Food & Beverage ZonePerfect Protein Bar Double Dark Chocolate 12-1.58 oz Bars
1.19 lb.
2B"
6119,"York Peppermint Patties, Dark Chocolate Covered
1.4 ounce
Front End"
6120,"Wegmans Pan Searing Flour
10 ounce
12B"
6121,"Edward & Sons Mashed Potatoes, Organic, Homestyle
3.5 ounce
15B"
6122,"Russell Stover Dark Chocolate & Coconut Cream, Pumpkin
1 ounce
14A"
6123,"REESE Tapioca, Small Pearl
8 ounce
12B"
6124,"M&M's Chocolate Candies, Peanut, Fun Size
10.57 ounce
14A"
6125,"Rice A Roni Spanish Rice
6.8 ounce
16B"
6126,"French's Mustard, Spicy, Brown
18 ounce
14B"
6127,"M&M's Chocolate Candies, Milk Chocolate, Fun Size
10.53 ounce
14A"
6128,"Life Savers Orange Mints
6.25 ounce
13B"
6129,"Emerald 100 Calorie Packs Whole Almonds, 10 Packs
6.2 ounce
2B"
6130,"Wegmans Reduced Fat Sweet Barbecue Flavored Kettle Cooked Potato Chips
8 ounce
13A"
6131,"Epic Bone Broth, Bison Apple Cider
14 fl. oz.
5B"
6132,"Emerald 100 Calorie Packs Almonds, Dry Roasted
6.3 ounce
2B"
6133,"Ferrara Candy Candy, Mixups
53.3 ounce
14A"
6134,"Snickers Chocolate, Fun Size
10.59 ounce
14A"
6135,"Wow Baking Company Cookies, Wheat & Gluten Free, Lemon Burst
8 ounce
5B"
6136,"Starburst Fruit Chews, Original
2.07 ounce
Front End"
6137,"Wegmans Fruit & Grain Bars, Mixed Berry
10.4 ounce
13B"
6138,"From The Ground Up Cauliflower Stalks, Cheddar Flavor
4 ounce
13A"
6139,"NESTLE Candy, Assorted
32 ounce
14A"
6140,"Bush's Best Baked Beans, Country Style
28 ounce
16B"
6141,"Splenda Sweetener, Granulated
9.7 ounce
12B"
6142,"Wegmans Reduced Fat Original Kettle Cooked Potato Chips
8 ounce
13A"
6143,"Wegmans Fruit & Grain Bars, Strawberry
10.4 ounce
13B"
6144,"Lundberg Rice & Wild Rice Rice & Seasoning Mix, Original
6 ounce
16B"
6145,"Ghirardelli Baking Bar, Premium, Bittersweet Chocolate, 60% Cacao
4 ounce
12B"
6146,"Hubba Bubba Bubble Gum, Awesome Original, Bubble Tape
2 ounce
Front End"
6147,"Campbell's Soup, Condensed, Cream of Potato
10.5 ounce
14B"
6148,"Wegmans Organic No Salt Added Tomato Sauce
15 ounce
16B"
6149,"Mott's Applesauce, Granny Smith, Unsweetened
23.4 ounce
14B"
6150,"VELVEETA Original Cheese
2 lb.
16B"
6151,"Wegmans Whole Grain Dijon Mustard
9.9 ounce
14B"
6152,"McCormick Gourmet Bay Leaves, Organic, Turkish
0.18 ounce
12B"
6153,"Wegmans Fruit & Grain Bars, Apple
10.4 ounce
13B"
6154,"Ragu Sauce, Old World Style, Flavored with Meat
23.9 ounce
16B"
6155,"DELLALO Pasta, Shellbows
16 ounce
16B"
6156,"Lundberg Organic Whole Grain Yellow Rice
6 ounce
16B"
6157,"34 Degrees Sweet Crisps, Vanilla
4 ounce
12A"
6158,"Dole Diced Pears
16 ounce
14B"
6159,"Campbell's Condensed Cream of Chicken Soup
22.6 ounce
14B"
6160,"Twizzlers Candy, Strawberry, Twist
2.5 ounce
Front End"
6161,"Campbell's Soup, Condensed, Chicken Noodle, Homestyle
10.5 ounce
14B"
6162,"Velveeta Original Cheese
1 lb.
16B"
6163,"Del Monte Bubble Fruit, Peach Strawberry Lemonade Flavor
16 ounce
14B"
6164,"Dion Cajun Spices
1.76 ounce
2B"
6165,"Wegmans Cereal, Maple Pecan Crunch
14 ounce
13B"
6166,"DEL MONTE Bubble Fruit, Pear Berry Pomegranate
16 ounce
14B"
6167,"Wegmans Cut Wax Beans
14.5 ounce
15B"
6168,"TAZA CHOCOLATE Dark Chocolate, Organic, Wick Dark, with Toasted Coconut
2.5 ounce
13B"
6169,"Ocean Spray Craisins Dried Cranberries, Cherry Juice Infused
6 ounce
1B"
6170,"Gratify Gluten Free Pretzels, Gluten Free, Everything, Thins
10.5 ounce
5B"
6171,"Del Monte Bubble Fruit, Sour Apple Watermelon Flavor
16 ounce
14B"
6172,"Milky Way Milk Chocolate, Fun Size
10.65 ounce
14A"
6173,"Progresso Vegetable Classics Soup, Tomato Basil
19 ounce
14B"
6174,"Lily's Baking Chips, Semi-Sweet Style, 40% Cocoa
9 ounce
5B"
6175,"Wegmans Whole Wheat Baked Crackers
8.5 ounce
12A"
6176,"Wasa Crispbread, Whole Grain, Multi Grain
9.7 ounce
5B"
6177,"Wegmans Sweetened Dried Blueberries
5 ounce
14B"
6178,"Wegmans Zesty Savory Marinade
16 fl. oz.
14B"
6179,"BULLETPROOF Protein Bar, Collagen, Vanilla Shortbread
19.05 ounce
2B"
6180,"KINDER Joy Eggs, Family Pack
4.2 ounce
13B"
6181,"GRANOLA FACTORY Granola, Bake, All Natural, Crispy Date Nut
10.3 ounce
13B"
6182,"EPIC Pork Rinds, Pink Himalayan + Sea Salt, Oven Baked
2.5 ounce
4B"
6183,"Kraft Dressing, Classic Catalina
16 fl. oz.
14B"
6184,"Ocean Spray Craisins Dried Cranberries, Pomegranate Juice Infused
6 ounce
1B"
6185,"Campbell's Condensed Chicken & Stars Soup
10.5 ounce
14B"
6186,"Pretzel Crisps Pretzel Crisps, Buffalo Wing, Deli Style
7.2 ounce
13A"
6187,"Cento Tomatoes, with Basil Leaf, San Marzano, Peeled
28 ounce
16B"
6188,"Kix Corn Puffs, Crispy
12 ounce
13B"
6189,"Wegmans Extra Virgin Olive Oil
16.9 fl. oz.
12B"
6190,"Wegmans Crackers, Thin & Crispy Wheat
9 ounce
12A"
6191,"Lily's Baking Chips, Milk Chocolate Style, 32% Cocoa
9 ounce
5B"
6192,"Breath Savers Mints, Wintergreen
0.75 ounce
Front End"
6193,"Wegmans Organic Dried Apricots
6 ounce
1B"
6194,"Wegmans Long Grain Brown Rice
5 lb.
16B"
6195,"Lindt Excellence Dark Chocolate, Caramel
3.5 ounce
13B"
6196,"Contadina Tomato Sauce, with Natural Sea Salt
29 ounce
16B"
6197,"McCormick Vanilla Extract, Pure
2 fl. oz.
12B"
6198,"CENTO Tomatoes, Organic, Chunky Style, Crushed
28 ounce
16B"
6199,"BULLETPROOF Protein Bar, Collagen, Fudge Brownie
19.05 ounce
2B"
6200,"FOOD NETWORK Kitchen Inspirations Chicken Pad Thai Meal Kit
12 ounce
16B"
6201,"BULLETPROOF Protein Bar, Collagen, Lemon Cookie
19.05 ounce
2B"
6202,"Domino Sugar, Light Brown
1 lb.
12B"
6203,"34 Degrees Sweet Crisps, Sweet Lemon
4 ounce
12A"
6204,"Frank's RedHot Wings Sauce, Hot Buffalo
12 fl. oz.
14B"
6205,"CADBURY Dairy Milk Milk Chocolate
3.5 ounce
13B"
6206,"McCormick Gourmet Paprika, Hot Hungarian
1.62 ounce
12B"
6207,"Xochitl Corn Chips, Stone-Ground, Mexican Style
24 ounce
13A"
6208,"SPECIAL K Cereal Breakfast Cereal, Cinnamon Brown Sugar Crunch, Good Source of Protein
11 ounce
13B"
6209,"Wild Planet Sardines in Water, No Salt Added, Wild
4.4 ounce
16B"
6210,"Mars Wrigley Candies, Skittles Original/Starburst Original, 90 Pieces
39.1 ounce
14A"
6211,"Howards Relish, Sweet Pepper
11 ounce
14B"
6212,"Natierra Raspberries , Organic
1.3 ounce
1B"
6213,"FOOD NETWORK Kitchen Inspirations Chicken Tikka Masala Meal Kit
8 ounce
16B"
6214,"M&M'S Peanut Milk Chocolate Candy Pouch
1.74 ounce
Front End"
6215,"SPECIAL K Cereal Breakfast Cereal, Chocolatey Delight
13.2 ounce
13B"
6216,"Enjoy Life Seed & Fruit Mix, Tart & Tangy, Beach Bash
6 ounce
5B"
6217,"McCormick Perfect Pinch Seasoning, Rotisserie Chicken
3.12 ounce
12B"
6218,"KRAFT Easy Mac Paw Patrol Shapes Macaroni & Cheese Dinner
1.9 ounce
16B"
6219,"Noka Smoothie, Organic, Mango/Coconut
4.22 ounce
14B"
6220,"Campbell's Condensed Cheddar Cheese Soup
10.5 ounce
14B"
6221,"Special K Special K Cereal, Fruit & Yogurt
13 ounce
13B"
6222,"Muir Glen Pasta Sauce, Organic, Fire Roasted Tomato
25.5 ounce
16B"
6223,"Wegmans Cereal, Fruity Rice Crisps
11 ounce
13B"
6224,"Veggie Pizazz! Sliced Almond Toppings, Oven Roasted & Salted
3.25 ounce
14B"
6225,"Justin's Almond Butter, Vanilla, Squeeze Packs
11.5 ounce
14B"
6226,"Ritz Chips, Toasted, Cheddar
8.1 ounce
12A"
6227,"Wegmans Teriyaki Marinade
16 fl. oz.
14B"
6228,"Tuttorosso Tomato Paste
6 ounce
16B"
6229,"Ocean Spray Craisins Dried Cranberries, Blueberry Juice Infused
6 ounce
1B"
6230,"Le Veneziane Ditalini, Gluten Free, Corn
8.8 ounce
6B"
6231,"Mott's Mott's Unsweetened Strawberry Applesauce Applesauce, Unsweetened, Strawberry
2.4 lb.
14B"
6232,"BOBO'S Oat Bar, Chocolate Chip
3 ounce
6B"
6233,"Campbell's Sipping Soup, Classic Tomato
11.1 ounce
14B"
6234,"Wegmans Yellow Cling Sliced Peaches in 100% Juice
8.25 ounce
14B"
6235,"Ghirardelli Baking Chips, Premium, Bittersweet Chocolate
10 ounce
12B"
6236,"SPECIAL K Cereal Breakfast Cereal, Original, Good Source of Protein
13.3 ounce
13B"
6237,"Wegmans Strawberry Preserves
18 ounce
14B"
6238,"Dinty Moore Beef Stew
20 ounce
16B"
6239,"Aleia's Macaroons, Coconut
9 ounce
5B"
6240,"Godiva Baking Chips, Premium, Bittersweet Chocolate
10 ounce
12B"
6241,"Wegmans Fruit Cocktail in 100% Juice
8.25 ounce
14B"
6242,"QUAKER Old Fashioned Grits Instant Oats Hot Cereal, Regular
24 ounce
13B"
6243,"Keebler Ready Crust Pie Crust, Shortbread, 9 Inch
6 ounce
12B"
6244,"A.1. Original Steak Sauce
10 ounce
14B"
6245,"Wegmans Spiedie Marinade
16 fl. oz.
14B"
6246,"Kinnikinnick Smoreables Crackers, Graham Style
8 ounce
5B"
6247,"Wegmans Cereal, Marshmallow Treasures
11.5 ounce
13B"
6248,"Shady Maple Farms Cookies, Stroopwafels, Maple
8.5 ounce
12A"
6249,"Smucker's Jam, Strawberry, Seedless
18 ounce
14B"
6250,"BOBO'S Oat Bar, Lemon Poppyseed
3 ounce
6B"
6251,"Bob's Red Mill Guar Gum, Premium
8 ounce
12B"
6252,"From The Ground Up Crackers, Cheddar Flavor, Cauliflower
4 ounce
12A"
6253,"StarKist Tuna, in Water, Chunk Light
2.6 ounce
16B"
6254,"Farmer Boy Restaurant Dressing, Greek
16 fl. oz.
14B"
6255,"Wegmans Organic Syrup, Maple
12 fl. oz.
12B"
6256,"Wegmans Rosemary Balsamic Marinade
16 fl. oz.
14B"
6257,"Kinnikinnick Kinni Kritters Cookies, Animal, Graham Style
8 ounce
5B"
6258,"Raffaello Almond Coconut Treat
5.3 ounce
13B"
6259,"MARQUART FARMS Potato Chips, Sea Salt, Wavy
7 ounce
13A"
6260,"BOBS RED MILL Coconut Sugar, Organic
13 ounce
12B"
6261,"Nonni's Biscotti, Cioccolati
6.88 ounce
12A"
6262,"TOSTITOS Salsa Dip, Mild Chunky
15.5 ounce
5B"
6263,"Stubb's Bar-B-Q Sauce, Legendary, Original
18 ounce
14B"
6264,"Wegmans Red Raspberry Preserves
18 ounce
14B"
